Evento,Fecha,Link,Link,Link,Clásica,Turismo

Unidad 1
Unidad 8











Unidad 9
Menem indulta a los jefes militares ,1989_10_07,https://www.youtube.com/watch?v=UB_gmC4EwGc&ab_channel=T%C3%A9lam,http://www.derechos.org/nizkor/arg/doc/indultos.html,,Sí,,,,,,,
Plan Primavera,1988_08_3,https://www.youtube.com/watch?v=NLiqhyRmeDk,https://www.airedesantafe.com.ar/economia/a-30-anos-del-plan-primavera-alfonsin-n76126,,Sí,,,,,,,
Discurso del Ministro de Economía Jesús Rodríguez (Cadena Nacional),1989_05_27,https://www.youtube.com/watch?v=Jq2e3Qd2iMQ,,,Sí,,,,,,,
Steve Jobs presenta su Macintosh,1984_01_24,https://www.youtube.com/watch?v=6faWFLjUJRg,,,Sí,,,,,,,
Acuerdo con el FMI de 1984,1984_09_18,https://elpais.com/diario/1984/06/10/economia/455666406_850215.html,https://elpais.com/diario/1984/09/19/economia/464392810_850215.html,,Sí,,,,,,,
Juicio a la Junta Militar (22-4-1985 al 9-12-1985),1985_04_22,https://www.youtube.com/watch?v=GI3Q6zxV5II,,,Sí,,Hay 1 códigos QR (1 archivo),,,,,
Presidencia del Dr. Carlos Saúl Menem,1989_07_8,https://www.youtube.com/watch?v=0epwiFA_bbA,https://www.youtube.com/watch?v=0JxyOoGaD7A,https://www.youtube.com/watch?v=ad2lVzCVq-M,Sí,,,,,,,
Reconocimiento internacional de Palestina,1988_11_15,https://www.youtube.com/watch?v=WFNW3glwkj4,,,Sí,,,,,,,
Proyecto para trasladar la Capital Federal a Viedma-Río Negro,1986_04_16,https://www.youtube.com/watch?v=N5v8GKZRkoE,,,Sí,,,,,,,
Discurso del Presidente Alfonsín en la ONU,1984_09_24,https://www.youtube.com/watch?v=pjAe1Ud14mg,https://www.tiempoar.com.ar/nota/raul-alfonsin-1984-un-mundo-injusto-es-inestable-e-inseguro,,Sí,,,,,,,
Menem suprime el Servicio Militar Obligatorio,1994_06_22,https://www.youtube.com/watch?v=-GdZMZi217c,https://www.primeraedicion.com.ar/nota/100104415/se-cumplen-25-anos-de-la-muerte-que-puso-fin-al-servicio-militar-obligatorio/,,Sí,,,,,,,
