evento,link
1976 24 marzo HECHO TURÍSTICO Promoción de Turismo Receptivo.pdf,http://drive.google.com/uc?export=view&id=1xmsBr5pr3-oD-GiU_8ERLoaETwmuN9Cu
1968 05 ene al 20 ago Primavera de Praga.pdf,http://drive.google.com/uc?export=view&id=16Z7MW_3dNcex87eEiNOwyOkK48HbZq2D
1970 29 may Secuestro y Muerte de Aramburu.pdf,http://drive.google.com/uc?export=view&id=1qM9n98HFl9fyKHh0JbbTXyJmENZk-yLX
1968 4 abr Asesinato M L King.pdf,http://drive.google.com/uc?export=view&id=1JjER5Zk4f2gHs44o6mr3iL5o4Bmz7SNs
2003 14 may Se retira Menen de la segunda vuelta Menem Kirchner.pdf,http://drive.google.com/uc?export=view&id=1oC61Ew6ZG7G6TYmoXf3TrVUg6YS9UTHd
2002 2 ene Asume Duhalde la Presidencia de la Nación (hasta 25 may 2003).pdf,http://drive.google.com/uc?export=view&id=1rZedYROZPJMHpM4XEj6X2pyW3_EwSxxk
2001 13 dic Cronología de los hechos de diciembre de 2001.pdf,http://drive.google.com/uc?export=view&id=1VjK4YHOdSQVViW-EncSA7Qi0_5LbAHj3
2002 27 abr Designación de Lavagna como Ministro de Economía y Producción.pdf,http://drive.google.com/uc?export=view&id=1l4V7T7a9OxKwDMDdfcVI5C7mIvVrsPD4
2004 Tren de levitación magnética en Shangai.pdf,http://drive.google.com/uc?export=view&id=1_p4R_uH7CPu26Eb9jMCy95pCWnenLGwl
1967 24 jun Ley de Hidrocarburos.pdf,http://drive.google.com/uc?export=view&id=1T0_OxprubfbY_um9OMl4YRWUIH0zZedl
1966 06 julio HECHO TURÍSTICO Cámara Argentina de Turismo.pdf,http://drive.google.com/uc?export=view&id=1p4ZTrqdB_f4pzOWeeoUbvdY9gDKliQyx
1947 09 09 Ley 13010 de Voto Femenino Obligatorio.pdf,http://drive.google.com/uc?export=view&id=1J23YacVOVEACa-zUxXOugg-l_Cwk5W0T
1945 17 10 Día de la Lealtad.pdf,http://drive.google.com/uc?export=view&id=1WKP4AoUGuXf97L5rg7KBp-4jSAmsgfdF
1944 8 10 Sanción del Estatuto del Peón Rural.pdf,http://drive.google.com/uc?export=view&id=1z8B5KbvUXV54cHHXj4xqFiKL7NLbApU8
1945 27 12 FMI.pdf,http://drive.google.com/uc?export=view&id=1kTMnQ7ZqN4YQYEV8CqcrsjTpN5Q00KhA
1947 feb TURISMO Social.pdf,http://drive.google.com/uc?export=view&id=1pH7GP0E7BBLJnnRQ1VFS-c1Eh8yPPcdm
1933 28 11 Junta Reguladora de Granos.pdf,http://drive.google.com/uc?export=view&id=1NmuM3XwD3qTC1ROLs1EG4zEMVlRZnDog
1948 14 03 Plan Marshall.pdf,http://drive.google.com/uc?export=view&id=14TSs2ZWawBEK867z1IidycTaBxl5TI2j
1930 27 09 Fundación CGT.pdf,http://drive.google.com/uc?export=view&id=1OBm5RDoNZ-viYQut0qTMXm_BQTh7yxWP
1930 06 09 Golpe de Estado de Uriburu.pdf,http://drive.google.com/uc?export=view&id=1_EXecrEHh718Aw7XNGdjd_1Nbjm6PMOC
FECHAS creación de las juntas reguladoras.pdf,http://drive.google.com/uc?export=view&id=1LMMdj_o5MO4diop0v0LbJwGknfHvApbz
1991 27 03 Ley de Convertibilidad.pdf,http://drive.google.com/uc?export=view&id=1_zuWokEamkJAtHBXSKJnm_5J2GyaucFY
1929 24 10 Jueves Negro.pdf,http://drive.google.com/uc?export=view&id=1fqwXNIJ6AREQZ--UKpJ7pCbJByVl6oMF
1927 25 08 Argentina vuelve a la convertibilidad .pdf,http://drive.google.com/uc?export=view&id=1iiYqzetxXVsXtrt6qMdEB2e-2gCrxGCs
1914 28 07 - HECHO POLÍTICO INTERNACIONAL (cont 4).pdf,http://drive.google.com/uc?export=view&id=1fet2E9Jr7m1OfUW8YWcwSB9z9Ax7ydk4
1914 28 07 Primera Guerra Mundial (cont 3).pdf,http://drive.google.com/uc?export=view&id=15VOvxiNbjxD5awJmXszbrcbV2Q_S9bv-
1914 28 07 1ª Guerra Mundial (cont 2) .pdf,http://drive.google.com/uc?export=view&id=1mZxFierNnJtUAPWyeA7AryyqOqi9VnC3
1914 28 07 Primera Guerra Mundial (cont 1).pdf,http://drive.google.com/uc?export=view&id=1px6Bz0u7QdPd7xLM2c_ZfthrebOMMu00
1810 25 05 y 1816 09 07 Independencia de Argentina.pdf,http://drive.google.com/uc?export=view&id=1XIeILs8ZKysHHF93udEJIPpSRg8eW0SR
1886 12 10 Presidencia de Juárez Celman.pdf,http://drive.google.com/uc?export=view&id=1xQp7GJDALpJ6SuLZOP4p7TaDRzNCEX8D
1864 12 11 Guerra de la Triple Alianza contra el Paraguay.pdf,http://drive.google.com/uc?export=view&id=1NshGbGpPDgcBO95jT0BW8UHWI8kjd93W
3500 años AC - Aparición de la escritura.pdf,http://drive.google.com/uc?export=view&id=1X6yVZSpVk7Kos92vo-PQlk4vl3TF7l0Y
1750 1º Revolución Industrial.pdf,http://drive.google.com/uc?export=view&id=1Bg8ql7-MegEuQ-8Rgx5YYY-XfVzryAW4
9000 años AC La Revolución Neolítica.pdf,http://drive.google.com/uc?export=view&id=1i6LJe9t9zw8GK9wnh15VWqjelRyZYTNy
1492 12 de octubre Descubrimiento de América.pdf,http://drive.google.com/uc?export=view&id=1cCjReNnEiHTM4Gej3OgWvSDNLAfxP3UO
476 Fin Imperio Romano de Occidente y fin Edad Antigua.pdf,http://drive.google.com/uc?export=view&id=1Dz6E1JZKvzrjPL0dSh9YI8o2Mjsnc2zk
"1989 9-10 noviembre Caída del Muro de Berlín, significado para Argentina.pdf",http://drive.google.com/uc?export=view&id=1ktR6gixO2Wj1o0ljLuiBHxjs7Gjwt9uF
476 Caída Imperio Romano de Occidente Código QR.pdf,http://drive.google.com/uc?export=view&id=12M7SFOCaOJzd0GMqtI3U9Rx4YkQZshHh
476 Caída del Imperio Romano de Occidente.pdf,http://drive.google.com/uc?export=view&id=1PKtjlPHhpSDziXDpy09nOyvgPtfRgFdG
1984 29 noviembre La guerra que no fue.pdf,http://drive.google.com/uc?export=view&id=1rBx4VxZyDLBdokgm8ym43ne5pz6PLcUe
1978 26 enero Argentina declaró nulo el fallo británico sobre el Beagle.pdf,http://drive.google.com/uc?export=view&id=1iEdNqhJGRIDUF_Xj42Yz8TUQdZPf0_X_
1976 24 marzo Golpe de Estado en Argentina de 1976.pdf,http://drive.google.com/uc?export=view&id=1r6TKKHmbHbm1le5TEdNXbIRYnx20zeGB
1972 17 nov El regreso del Gral Perón a la Argentina.pdf,http://drive.google.com/uc?export=view&id=10ckKFWDHzWF8f-ajL_jfOB-p07IZQ_t9
1966 29 julio La noche de los bastones largos bis.pdf,http://drive.google.com/uc?export=view&id=1o0j6lfDxNERZGM6bCAozIcbk2gY0sRhY
1966 29 jul La noche de los bastones largos.pdf,http://drive.google.com/uc?export=view&id=17jgqdRKfJdMB7wopSvQyrD-Lo52JelRp
1994 18 julio Atentado a la AMIA.pdf,http://drive.google.com/uc?export=view&id=1oEL1l3VEfbkj99DMG3fnqNKWJGWXJSwg
1978 1 jun Mundial de Fútbol.pdf,http://drive.google.com/uc?export=view&id=1TMf_nzx2SBE1dAToHMaTkCA6aM_dXgUH
1999 24 oct Triunfo electoral de De la Rúa.pdf,http://drive.google.com/uc?export=view&id=13dTpP24ajbYfbhK-NJuMitN_43qhyprO
2008 21 ene Crisis internacional en EEUU.pdf,http://drive.google.com/uc?export=view&id=1wfYkZt2iLotXrqgCl6ek8IXrg1tObBzK
2006 3 ene Cancelación de la deuda con el FMI de Argentina.pdf,http://drive.google.com/uc?export=view&id=1LvfZqBX7Ajuwn0F3Ql0Twdu4RS55eGEc
1986 26 abr Accidente de Chernovyl.pdf,http://drive.google.com/uc?export=view&id=14jEJUCvV0LAvyfpeyrPcCCipRzJ_vg6Q
2000 6 oct Renuncia de Chacho Álvarez.pdf,http://drive.google.com/uc?export=view&id=1jGKU0zdZ6Nh1Zi4qICgs-IFbXcEXn6AC
2001 20 dic Renuncia Presidente De la Rúa.pdf,http://drive.google.com/uc?export=view&id=1dgGsbmu5XHfUwomTlgVfExB3-3EhuUAR
1974 01 jul Muerte del Gral Perón.pdf,http://drive.google.com/uc?export=view&id=1sAFIRRUmjuKAiV53chlc0Nz3-ZIqWGk0
1976 02 abr Plan de Martínez de Hoz (1ª etapa).pdf,http://drive.google.com/uc?export=view&id=1-MEBf40-gpHlOpe2I7b10pKzs8aCar8e
1994 18 jul Atentado a la AMIA.pdf,http://drive.google.com/uc?export=view&id=1Z7fOGgYDRdmIPH4wmoX1P7G5xI-mvfc2
"2001 20 dic Asesinato ""piqueteros"" Kosteki y Santillán.pdf",http://drive.google.com/uc?export=view&id=1Ou_CVllqVp9BOgGStdAsmRfMPqBCbC4_
2003 25 may Presidencia de Néstor Kichner.pdf,http://drive.google.com/uc?export=view&id=1sUXncg9DOJfp2u8c_CJ8yyeeKiXH_j-l
2009 14 dic Creación del Fondo del Bicentenario.pdf,http://drive.google.com/uc?export=view&id=1nAnYTD4GGrR8sfS-iM9zIwXHGvxAqZAr
2007 10 dic 1era Presidencia de Cristina Fernandez de Kirchner.pdf,http://drive.google.com/uc?export=view&id=1wSu4S-WTuFMGs-w3kTza6YA79gW6n46M
1976 16 set La noche de los lápices.pdf,http://drive.google.com/uc?export=view&id=1g5Riimc1SUb-mCjGENeB3QwlowE4lq3_
1986 26 abr Chernobyl.pdf,http://drive.google.com/uc?export=view&id=1c1-SMdxMDqTenqVc1YiIxg3kdW7LX4cC
1999 04 feb Plan Colombia.pdf,http://drive.google.com/uc?export=view&id=1ee-QHr0W3oPnhxBy59EbxC4-uSevihXV
2008 15 set Crisis financiera internacional 2008.pdf,http://drive.google.com/uc?export=view&id=14eQnmjniC8NNe7h-tYQDEqVGntgU4dWF
1933 01 may El Pacto Roca – Runciman.pdf,http://drive.google.com/uc?export=view&id=1uiNxONgENtiKVoJKelJYTRJqXbcsOZ2l
1955 - 16 set Revolución Libertadora (cont).pdf,http://drive.google.com/uc?export=view&id=1KjBz8-Q5Rr5cthck-TzEJThcO_L6bmND
1955 - 16 set Revolución Libertadora.pdf,http://drive.google.com/uc?export=view&id=1Bs_EIUmvDi1WGsLd1R7tCRdtrQ6rthzx
1917 - feb Revolución Rusa.pdf,http://drive.google.com/uc?export=view&id=1RX28zjsoPcLxterT3PCo8VqoQ7oNDGur
1955 - 16 set Acercamiento Washington Bs As contra Comunismo.pdf,http://drive.google.com/uc?export=view&id=1myRcRrpuUFhij8PGAMQJ8NNWRt8Xapke
1952 - 26 jul Muerte Eva Perón.pdf,http://drive.google.com/uc?export=view&id=14eCSCsbNeAc3fFINBQlP2ZMOmxLkdq97
1930 - 6 set Golpe militar de Uriburu.pdf,http://drive.google.com/uc?export=view&id=1CGAZkNgDilpdEqC6rZ_kj15hTkPG2-kb
1914-28 jul Primera Guerra Mundial (cont).pdf,http://drive.google.com/uc?export=view&id=1ml1EbS8dWkkqGGP_EzZPq6vs07BgkfBe
1958-24 jul Batalla petróleo.pdf,http://drive.google.com/uc?export=view&id=1cGfkiv1DMvhID4QE9HABSntijsCRFSwr
1914 – 28 jul Primera Guerra Mundial.pdf,http://drive.google.com/uc?export=view&id=18h1ebSgaG3B24xHR_vJmn0RFDa2gUvsZ
1945-05 mar Nacionalización de Gas del Estado.pdf,http://drive.google.com/uc?export=view&id=1SNUgHIRQIufuUa8iBQmOQvNNIAcFZ6Bk
1944-15 ene Terremoto de San Juan.pdf,http://drive.google.com/uc?export=view&id=19_OE5PKWmXQJEzVLyFYf1s9ZDHoLmQ74
1944-15 ene El peronismo.pdf,http://drive.google.com/uc?export=view&id=1rX5wCrRyY5GXK_uh2NjFIeiAIIScVdxK
1929-24 oct Crack de Wall Street.pdf,http://drive.google.com/uc?export=view&id=1_BVGX4q3VUOHolvmPKjKir_Mc5qbTmal
1938-20 feb gobierno de Ortiz.pdf,http://drive.google.com/uc?export=view&id=1gd8g358T4BkPZqFjVuX8-IXFfg5eCRPj
1945-17 oct Día de la Lealtad Peronista.pdf,http://drive.google.com/uc?export=view&id=1GSuxmHevuCiYr8f1siybRmxgUMvaLpub
1945-6 y 9 ago Bombardeos Hiroshima y Nagasaki.pdf,http://drive.google.com/uc?export=view&id=1I_tH6PK0wTm1SbPIM1qYSH572CWnLZSl
