startdate, enddate, title, description, importance, link, icon, image, date_display, low threshold, high threshold, y_position
"1967-06-24 07:52:00","1967-06-24 07:52:00","24-06-1967: Ley de Hidrocarburos","<p></p>","60","[{""url"":""https://drive.google.com/file/d/1PSPzt8Vvc_fWaEjR9bwTacwFpLF2Pj-H/view?usp=sharing"",""label"":""InformaciÃ³n""}]","shapes/triangle_gray.png","{""src"":""http://www.cooperacion2005.es/wp-content/uploads/2015/09/11949858491812712425information_sign_mo_01.svg_.hi_.png"",""display_class"":""inline"",""scale"":""8"",""width"":0,""height"":0}","da","1","100","0",""
"1967-10-09 07:52:00","1967-10-09 07:52:00","09-10-1967: muerte del &#34;Che&#34; Guevara (Bolivia)","<p></p>","60","","shapes/triangle_gray.png","","da","1","100","0",""
"1967-11-01 22:10:00","1967-11-01 22:10:00","Nov-1967: Londres devaluó la libra 14% por ataque especultaivo","<p></p>","50","","shapes/triangle_gray.png","","mo","1","100","0",""
"1968-01-05 22:10:00","1968-01-05 22:10:00","05-01-1968 al 20-08-1968: &#34;Primavera de Praga&#34;: movimiento en Checoslovaquia (hasta 20-08-1968)","<p></p>","55","[{""url"":""https://drive.google.com/file/d/189WnWMoxj-o9nm6qXt6t8CZYsBDb_RSs/view?usp=sharing"",""label"":""link""}]","shapes/triangle_gray.png","{""src"":""http://www.cooperacion2005.es/wp-content/uploads/2015/09/11949858491812712425information_sign_mo_01.svg_.hi_.png"",""display_class"":""inline"",""scale"":""8"",""width"":0,""height"":0}","da","1","100","0",""
"1968-03-22 22:10:00","1968-03-22 22:10:00","22-03-1968: &#34;mayo francés&#34;: rebelión de estudiantes universitarios. Repercusiones en Europa y Latinoamérica","<p></p>","60","[{""url"":""https://drive.google.com/open?id=1PnxVTKsPiaijCNvvvfdU5u5t7RffoaYp"",""label"":""InformaciÃ³n""}]","shapes/triangle_gray.png","{""src"":""http://www.cooperacion2005.es/wp-content/uploads/2015/09/11949858491812712425information_sign_mo_01.svg_.hi_.png"",""display_class"":""inline"",""scale"":""8"",""width"":0,""height"":0}","da","1","100","0",""
"1968-04-04 20:24:00","1968-04-04 20:24:00","04-04-1968: asesinato de Martin Luther King Jr.","<p></p>","60","[{""url"":""https://drive.google.com/file/d/1NmpAXn0xIvbScEig2pkJOD7cadWREGi8/view?usp=sharing"",""label"":""link""}]","shapes/triangle_gray.png","{""src"":""http://www.cooperacion2005.es/wp-content/uploads/2015/09/11949858491812712425information_sign_mo_01.svg_.hi_.png"",""display_class"":""inline"",""scale"":""8"",""width"":0,""height"":0}","da","1","100","0",""
"1968-07-01 07:52:00","1968-07-01 07:52:00","1968: Comisión Nacional de Energía Atómica comenzó a contruir Atucha I","<p></p>","60","","shapes/triangle_gray.png","","ye","1","100","0",""
"1969-04-01 07:52:00","1969-04-01 07:52:00","Abr-1969: Tratado de la Cuenca del Plata: Arg.-Br.-Bol.-Par.-Ur.","<p></p>","60","","shapes/triangle_gray.png","","mo","1","100","0",""
"1969-05-29 18:29:00","1969-05-29 18:29:00","29-05-1969: &#34;Cordobazo&#34; y puebladas (1969 y 1972)","<p></p>","60","","shapes/triangle_gray.png","","da","1","100","0",""
"1969-06-11 07:52:00","1969-06-11 07:52:00","11-06-1969: Ministro de Economía J.M. Dagnino Pastore (hasta 17-06-1970)","<p></p>","60","","shapes/triangle_gray.png","","da","1","100","0",""
"1969-07-20 22:10:00","1969-07-20 22:10:00","20-07-1969: llegada del hombre a la Luna","<p></p>","60","[{""url"":""https://drive.google.com/open?id=1odNR07t3Qu9Qp0MYhOCmjT5PVMpe0fx5"",""label"":""InformaciÃ³n""}]","shapes/triangle_gray.png","{""src"":""http://www.cooperacion2005.es/wp-content/uploads/2015/09/11949858491812712425information_sign_mo_01.svg_.hi_.png"",""display_class"":""inline"",""scale"":""8"",""width"":0,""height"":0}","da","1","100","0",""
"1970-01-01 22:10:00","1970-01-01 22:10:00","Com.déc.1970: signos ruptura &#34;edad de oro del capitalismo&#34; (baja tasas de crecimiento países industrializados)","<p></p>","50","","shapes/triangle_gray.png","","da","1","100","0",""
"1970-01-01 22:10:00","1970-01-01 22:10:00","Com.déc.1970: aparecen los NIC: Corea del Sur, Hong King, Taiwán, Singapur","<p></p>","50","","shapes/triangle_gray.png","","da","1","100","0",""
"1970-05-29 22:10:00","1970-05-29 22:10:00","29-05-1970: secuestro y asesinato de Aramburu por &#34;Montoneros&#34;","<p></p>","60","[{""url"":""https://drive.google.com/file/d/1gAdihW2c6mMm9ZGhjuW8suS9Ecz9qT7n/view?usp=sharing"",""label"":""link""}]","shapes/triangle_gray.png","{""src"":""http://www.cooperacion2005.es/wp-content/uploads/2015/09/11949858491812712425information_sign_mo_01.svg_.hi_.png"",""display_class"":""inline"",""scale"":""8"",""width"":0,""height"":0}","mo","1","100","0",""
"1970-06-18 07:52:00","1970-06-18 07:52:00","18-06-1970: Ministro de Economía C. Moyano Llerena (hasta 15-10-1970)","<p></p>","60","","shapes/triangle_gray.png","","da","1","100","0",""
"1970-06-18 22:10:00","1970-06-18 22:10:00","18-06-1970: inicio gobierno de facto de Levingston (hasta 22-03-1971)","<p></p>","60","","shapes/triangle_gray.png","","da","1","100","0",""
"1970-10-01 07:52:00","1970-10-01 07:52:00","Oct-1970: plan económico (giro nacionalista) de Moyano Llerena","<p></p>","60","","shapes/triangle_gray.png","","mo","1","100","0",""
"1970-10-26 07:52:00","1970-10-26 07:52:00","26-10-1970: Ministro de Economía A. Ferrer (hasta 28-05-1971)","<p></p>","60","","shapes/triangle_gray.png","","da","1","100","0",""
"1970-11-04 22:10:00","1970-11-04 22:10:00","04-11-1970: inicio del gobierno socialista de S. Allende (Chile; eco de la Rev.Cubana; hasta 11-09-1973)","<p></p>","50","","shapes/triangle_gray.png","","da","1","100","0",""
"1971-01-01 22:10:00","1971-01-01 22:10:00","1971: acumulación de los &#34;eurodólares&#34; (U$D60 millones) en el Mercado Común Europeo (no podían volver a EU)","<p></p>","50","","shapes/triangle_gray.png","","da","1","100","0",""
"1971-01-01 22:10:00","1971-01-01 22:10:00","1971: países Mercado Común Europeo querían imponer sus monedas y emitían: eurodinero. Aumentaba flujo de capitales","<p></p>","50","","shapes/triangle_gray.png","","da","1","100","0",""
"1971-03-01 07:52:00","1971-03-01 07:52:00","Mar-1971: el &#34;Viborazo&#34; o Segundo Cordobazo","<p></p>","60","","shapes/triangle_gray.png","","mo","1","100","0",""
"1971-03-22 07:52:00","1971-03-22 07:52:00","22-03-1971: renunció Levingston (por &#34;el viborazo&#34;)","<p></p>","60","","shapes/triangle_gray.png","","da","1","100","0",""
"1971-03-22 21:14:00","1971-03-22 21:14:00","22-03-1971: inicio gobierno de facto de Lanusse (hasta 25-05-1973)","<p></p>","60","","shapes/triangle_gray.png","","da","1","100","0",""
"1971-06-01 07:52:00","1971-06-01 07:52:00","01-06-1971: Ministro de Economía J. Quilici (hasta 11-01-1972)","<p></p>","60","","shapes/triangle_gray.png","","da","1","100","0",""
"1971-07-01 21:14:00","1971-07-01 21:14:00","Jul-1971: Gran Acuerdo Nacional (GAN) de todos los partidos políticos (menos Perón) avalados por las FFAA","<p></p>","60","","shapes/triangle_gray.png","","mo","1","100","0",""
"1971-07-01 22:10:00","1971-07-01 22:10:00","Mediados 1971: el deterioro Balanza Comercial de EU aceleró el proceso especulativo contra el dólar","<p></p>","50","","shapes/triangle_gray.png","","da","1","100","0",""
"1971-08-01 22:10:00","1971-08-01 22:10:00","Ago-1971: punto culminante de la crisis monetaria. Aumentó la cotización del marco y oro","<p></p>","50","","shapes/triangle_gray.png","","mo","1","100","0",""
"1971-08-15 22:10:00","1971-08-15 22:10:00","15-08-1971: Pte.EU Nixon solicitó al FMI propuestas de un nuevo sistema monetario internacional: fin del viejo Bretton Woods","<p></p>","50","","shapes/triangle_gray.png","","da","1","100","0",""
"1971-10-01 07:52:00","1971-10-01 07:52:00","Oct-1971: Miniplan (ruptura 01-1972)","<p></p>","60","","shapes/triangle_gray.png","","mo","1","100","0",""
"1971-12-01 22:10:00","1971-12-01 22:10:00","Dic-1971: &#34;Acuerdo Monetario de Washington&#34;: reemplazó las paridades monetarias por bandas de flotación entre monedas","<p></p>","50","","shapes/triangle_gray.png","","mo","1","100","0",""
"1972-01-11 07:52:00","1972-01-11 07:52:00","11-01-1972: Ministro de Economía C. Licciardo (hasta 13-10-1972)","<p></p>","60","","shapes/triangle_gray.png","","da","1","100","0",""
"1972-02-01 07:52:00","1972-02-01 07:52:00","Feb-1972: política exterior de Lanusse: eliminación de las &#34;fronteras ideológicas&#34;. Fin del &#34;pro occidentalismo&#34; (Onganía)","<p></p>","50","","shapes/triangle_gray.png","","mo","1","100","0",""
"1972-06-17 18:29:00","1972-06-17 18:29:00","17-06-1972: comienzo del Watergate","<p></p>","60","[{""url"":""https://drive.google.com/open?id=1kVy4ziPAp6IBOsGF8iD22_ZYP1xXjF5i"",""label"":""InformaciÃ³n""}]","shapes/triangle_gray.png","{""src"":""http://www.cooperacion2005.es/wp-content/uploads/2015/09/11949858491812712425information_sign_mo_01.svg_.hi_.png"",""display_class"":""inline"",""scale"":""8"",""width"":0,""height"":0}","da","1","100","0",""
"1972-07-01 21:14:00","1972-07-01 21:14:00","Jul-1972: Lanusse desafió a Perón a volver","<p></p>","60","","shapes/triangle_gray.png","","mo","1","100","0",""
"1972-07-01 22:10:00","1972-07-01 22:10:00","1972: se conformó la &#34;Comisión Trilateral&#34; (Rockefeller; 400 empresas líderes de EU, Europa y Japón)","<p></p>","50","","shapes/triangle_gray.png","","ye","1","100","0",""
"1972-08-01 21:14:00","1972-08-01 21:14:00","Ago-1972: fuga de guerrilleros de la cárcel de Trelew: Santucho","<p></p>","50","","shapes/triangle_gray.png","","mo","1","100","0",""
"1972-10-13 07:52:00","1972-10-13 07:52:00","13-10-1972: Ministro de Economía J. Wehbe (hasta 24-05-1973)","<p></p>","60","","shapes/triangle_gray.png","","da","1","100","0",""
"1972-11-17 07:52:00","1972-11-17 07:52:00","17-11-1972: regresó Perón a Argentina (17 años de exilio)","<p></p>","65","[{""url"":""https://drive.google.com/file/d/1U4RhC6nqm0-zkfre0XVmct3SyKCUlIvw/view?usp=sharing"",""label"":""InformaciÃ³n""}]","shapes/triangle_gray.png","{""src"":""http://www.cooperacion2005.es/wp-content/uploads/2015/09/11949858491812712425information_sign_mo_01.svg_.hi_.png"",""display_class"":""inline"",""scale"":""8"",""width"":0,""height"":0}","da","1","100","0",""
"1973-03-01 07:52:00","1973-03-01 07:52:00","Mar-1973: elecciones presidenciales: triunfo FREJULI. Pte. Cámpora","<p></p>","60","","shapes/triangle_gray.png","","mo","1","100","0",""
"1973-05-25 07:52:00","1973-05-25 07:52:00","25-05-1973: Ministro de Economía J.B. Gelbard (hasta 21-10-1974)","<p></p>","60","[{""url"":""https://drive.google.com/open?id=1fpGXWIbtW5dZmLpE53CcItmUhIfADk1z"",""label"":""InformaciÃ³n""}]","shapes/triangle_gray.png","{""src"":""http://www.cooperacion2005.es/wp-content/uploads/2015/09/11949858491812712425information_sign_mo_01.svg_.hi_.png"",""display_class"":""inline"",""scale"":""8"",""width"":0,""height"":0}","da","1","100","0",""
"1973-05-25 07:52:00","1973-05-25 07:52:00","25-05-1973: inicio presidencia de Cámpora (hasta 13-07-1973)","<p></p>","65","","shapes/triangle_gray.png","","da","1","100","0",""
"1973-06-08 07:52:00","1973-06-08 07:52:00","08-06-1973: firma Acta de Compromiso Nacional-&#34;Pacto Social&#34;","<p></p>","65","","shapes/triangle_gray.png","","da","1","100","0",""
"1973-07-01 22:10:00","1973-07-01 22:10:00","1973: retirada de EU de Vietnam: mayor derrota militar y política de EU del siglo XX","<p></p>","50","","shapes/triangle_gray.png","","ye","1","100","0",""
"1973-07-01 22:10:00","1973-07-01 22:10:00","07-1973: escándalo Watergate: queda involucrado Nixon","<p></p>","60","","shapes/triangle_gray.png","","mo","1","100","0",""
"1973-07-13 07:52:00","1973-07-13 07:52:00","13-07-1973: presidencia provisional de Lastiri (Presidente Cámara Diputados; hasta 11-10-1973)","<p></p>","55","","shapes/triangle_gray.png","","da","1","100","0",""
"1973-08-01 07:52:00","1973-08-01 07:52:00","Ago-1973: Gelbard suscribió un acdo. de cooperación económica con Cuba y crédito U$D200 millones","<p></p>","50","","shapes/triangle_gray.png","","mo","1","100","0",""
"1973-09-11 22:10:00","1973-09-11 22:10:00","11-09-1973: golpe de Estado en Chile (Pinochet) al gob. de Allende (apoyo de EU)","<p></p>","55","","shapes/triangle_gray.png","","da","1","100","0",""
"1973-09-23 07:52:00","1973-09-23 07:52:00","23-09-1973: elecciones presidenciales: triunfa J.D. Perón-M.E. Martínez de Perón","<p></p>","65","","shapes/triangle_gray.png","","da","1","100","0",""
"1973-09-26 07:52:00","1973-09-26 07:52:00","26-09-1973: asesinato de Secretario Gral. de la CGT, J. Rucci","<p></p>","60","","shapes/triangle_gray.png","","da","1","100","0",""
"1973-10-01 22:10:00","1973-10-01 22:10:00","Oct-1973: crisis de los precios del petróleo (decisión OPEP+crisis monetaria internacional subió los precios materias primas)","<p></p>","50","","shapes/triangle_gray.png","","mo","1","100","0",""
"1973-10-12 07:52:00","1973-10-12 07:52:00","12-10-1973: tercer mandato de Perón (hasta 01-07-1974)","<p></p>","75","","shapes/triangle_gray.png","","da","1","100","0",""
"1973-11-07 10:21:00","1973-11-07 10:21:00","07-11-1973: Ley 20.557 de Radicación de Capitales Extranjeros","<p></p>","60","","shapes/triangle_gray.png","","da","1","100","0",""
"1973-11-29 07:52:00","1973-11-29 07:52:00","29-11-1973: Ley 20.615 de Asociaciones Profesionales","<p></p>","60","","shapes/triangle_gray.png","","da","1","100","0",""
"1973-12-10 10:21:00","1973-12-10 10:21:00","10-12-1973: Ley 20.560 de Promoción Industrial","<p></p>","60","","shapes/triangle_gray.png","","da","1","100","0",""
"1973-12-21 07:52:00","1973-12-21 07:52:00","21-12-1973: Plan Trienal para la Reconstrucción y la Liberación Nacional (J.B. Gelbard)","<p></p>","60","","shapes/triangle_gray.png","","da","1","100","0",""
"1973-12-27 12:50:00","1973-12-27 12:50:00","27-12-1973: Leyes tributarias: impuestos a los sellos, a ganancias, al PN, a los premios en juegos de sorteo, IVA, enriquecimiento patrimonial gratuito (20.627 al 20.632)","<p></p>","50","","shapes/triangle_gray.png","","da","1","100","0",""
"1974-01-13 07:52:00","1974-01-13 07:52:00","13-01-1974: inauguración de Atucha I","<p></p>","60","","shapes/triangle_gray.png","","da","1","100","0",""
"1974-03-01 07:52:00","1974-03-01 07:52:00","Mar-1974: CGT y CGE renegociaron el &#34;Pacto Social&#34;","<p></p>","60","","shapes/triangle_gray.png","","mo","1","100","0",""
"1974-04-01 07:52:00","1974-04-01 07:52:00","Abr-1974: EU autorizó las exportaciones de empresas de EU en Arg. hacia Cuba: Arg. rompió bloqueo económico a Cuba","<p></p>","50","","shapes/triangle_gray.png","","mo","1","100","0",""
"1974-05-01 07:52:00","1974-05-01 07:52:00","01-05-1974: Perón expulsó al movimiento de izquierda del acto en la Plaza de Mayo","<p></p>","60","","shapes/triangle_gray.png","","da","1","100","0",""
"1974-05-11 07:52:00","1974-05-11 07:52:00","11-05-1974: asesinato del Padre Mugica","<p></p>","60","","shapes/triangle_gray.png","","da","1","100","0",""
"1974-06-12 07:52:00","1974-06-12 07:52:00","12-06-1974: Perón amenazó con renunciar (situación inmanejable)","<p></p>","60","","shapes/triangle_gray.png","","da","1","100","0",""
"1974-07-01 07:52:00","1974-07-01 07:52:00","01-07-1974: muerte del Pte. Perón","<p></p>","65","[{""url"":""https://drive.google.com/file/d/1bslF9xT7Q_cGsijkXQZpzFrLzfJIxZJs/view?usp=sharing"",""label"":""InformaciÃ³n""}]","shapes/triangle_gray.png","{""src"":""http://www.cooperacion2005.es/wp-content/uploads/2015/09/11949858491812712425information_sign_mo_01.svg_.hi_.png"",""display_class"":""inline"",""scale"":""8"",""width"":0,""height"":0}","da","1","100","0",""
"1974-08-09 22:10:00","1974-08-09 22:10:00","09-08-1974: renuncia de Nixon (escándalo Watergate)","<p></p>","60","[{""url"":""https://drive.google.com/open?id=1BnTBuDXMCfeN5QnbUK4zkBJK0KbcDq0_"",""label"":""InformaciÃ³n""}]","shapes/triangle_gray.png","{""src"":""http://www.cooperacion2005.es/wp-content/uploads/2015/09/11949858491812712425information_sign_mo_01.svg_.hi_.png"",""display_class"":""inline"",""scale"":""8"",""width"":0,""height"":0}","da","1","100","0",""
"1974-09-05 07:52:00","1974-09-05 07:52:00","05-09-1974: Ley 20.744 de Contrato de Trabajo","<p></p>","60","","shapes/triangle_gray.png","","mo","1","100","0",""
"1974-09-28 07:52:00","1974-09-28 07:52:00","28-09-1974: Ley 20.840 de Seguridad Nacional","<p></p>","60","","shapes/triangle_gray.png","","da","1","100","0",""
"1974-10-21 07:52:00","1974-10-21 07:52:00","21-10-1974: Ministro de Economía A. Gómez Morales (hasta 02-06-1975)","<p></p>","60","","shapes/triangle_gray.png","","da","1","100","0",""
"1974-10-21 07:52:00","1974-10-21 07:52:00","Oct-1974: Plan de Coyuntura de Gómez Morales (ortodoxo)","<p></p>","60","","shapes/triangle_gray.png","","mo","1","100","0",""
"1974-12-01 12:50:00","1974-12-01 12:50:00","Fines 1974: segunda actualización del Pacto Social (aumentos de salarios y asignaciones familiares)","<p></p>","60","","shapes/triangle_gray.png","","mo","1","100","0",""
"1975-06-02 07:52:00","1975-06-02 07:52:00","02-06-1975: Ministro de Economía C. Rodrigo (hasta 17-07-1975)","<p></p>","60","","shapes/triangle_gray.png","","da","1","100","0",""
"1975-06-04 20:29:00","1975-06-04 20:29:00","04-06-1975: &#34;Rodrigazo&#34;","<p></p>","60","","shapes/triangle_gray.png","","da","1","100","0",""
"1975-07-11 16:21:00","1975-07-11 16:21:00","11-07-1975: renunció López Rega","<p></p>","60","","shapes/triangle_gray.png","","da","1","100","0",""
"1975-07-17 07:52:00","1975-07-17 07:52:00","17-07-1975: renunció Rodrigo","<p></p>","60","","shapes/triangle_gray.png","","da","1","100","0",""
"1975-07-22 07:52:00","1975-07-22 07:52:00","22-07-1975: Ministro de Economía P. Bonanni (hasta 14-08-1975)","<p></p>","60","","shapes/triangle_gray.png","","da","1","100","0",""
"1975-08-14 07:52:00","1975-08-14 07:52:00","14-08-1975: Ministro de Economía A. Cafiero (hasta 03-02-1976)","<p></p>","60","","shapes/triangle_gray.png","","da","1","100","0",""
"1975-12-01 21:14:00","1975-12-01 21:14:00","Dic-1975: embajador de EU Hill manifestó apoyo de EU a un golpe militar y elogió a Videla","<p></p>","60","","shapes/triangle_gray.png","","mo","1","100","0",""
"1975-12-24 21:14:00","1975-12-24 21:14:00","24-12-1975: discurso de Videla con ultimátum de 90 días al gob. de I. Perón","<p></p>","60","","shapes/triangle_gray.png","","da","1","100","0",""
"1976-02-03 07:52:00","1976-02-03 07:52:00","03-02-1976: Ministro de Economía E. Mondelli (hasta 24-03-1976)","<p></p>","60","","shapes/triangle_gray.png","","da","1","100","0",""
"1976-03-24 21:14:00","1976-03-24 21:14:00","24-03-1976: golpe de Estado al gobierno de I. Perón por Videla","<p></p>","65","","shapes/triangle_gray.png","","da","1","100","0",""
"1976-03-29 21:14:00","1976-03-29 21:14:00","29-03-1976: gob. de facto de Videla (hasta 29-03-1981)","<p></p>","60","","shapes/triangle_gray.png","","da","1","100","0",""
"1979-06-18 18:29:00","1979-06-18 18:29:00","18-06-1970: asume la presidencia Levingston (hasta 22-03-1971)","<p></p>","60","","shapes/triangle_gray.png","","da","1","100","0",""
